SCENARIO,CASE,SubWS,CASE2,TER.AREA,TA,NP,PD,TE,ED,LSI,AREA_AM,PARA_AM,PAFRAC,NDCA,DCAD,CWED,TECI,ECON_AM,CONTAG,CONNECT,COHESION,DIVISION,RPR,SHDI,AI,CA.DEV,PLAND.DEV,NP.DEV,CWED.DEV,TECI.DEV,CA.FOR,PLAND.FOR,NP.FOR,CWED.FOR,TECI.FOR,CA.LOAG,PLAND.LOAG,NP.LOAG,CWED.LOAG,TECI.LOAG,CA.HIAG,PLAND.HIAG,NP.HIAG,CWED.HIAG,TECI.HIAG,CA.WTR,PLAND.WTR,NP.WTR,CWED.WTR,TECI.WTR,POP_MIN,POP_MAX,POP_RANG,POP_MEAN,POP_STD,POP_SUM,MEAN_RI,AMP_MIN,AMP_MAX,AMP_RANG,AMP_MEAN,AMP_STD,AMP_SUM,P_AVL_TOT,P_AVL_HA,P_RET_TOT,P_RET_HA,P_EXP_TOT,P_EXP_HA,N_AVL_TOT,N_AVL_HA,N_RET_TOT,N_RET_HA,N_EXP_TOT,N_EXP_HA,P_VALUE,N_VALUE,GITTEST
SP,SP15Subwatershed2,2,SP152,6366.5225,6379.7354,2395,37.5407,738335.5655,115.7314,24.4991,1041.3482,236.8284,1.3246,2395,37.5407,23.4554,19.0887,18.0958,42.0408,.2785,97.7985,.8368,100,1.0212,82.6762,3949.7462,61.9108,376,14.0406,15.8531,1430.3649,22.4204,798,16.4638,21.6172,735.184,11.5237,958,12.167,21.8434,251.2274,3.9379,231,3.6153,23.9972,13.2129,.2071,32,.2856,21.4043,0,1.17178177834,1.17178177834,.146980587869,.20945600613,10289.2290732,7.77806623670051,0,38.5548706055,38.5548706055,4.04604174436,3.04829436061,283271.474606,5879.9655208,.923575707271906,3225.82177067,.506685049910685,2654.14375013,.41689065736122,35207.6319676,5.53011977380116,19379.5796965,3.04398196919904,15828.0522711,2.48613780460212,17578767.0003,8831596.19181,0
SP,SP15Subwatershed20,20,SP1520,3934.073,3934.802,176,4.4729,46276.1528,11.7607,4.0613,3790.2241,37.576,1.3118,176,4.4729,1.8996,7.3279,7.3251,93.9586,1.6121,99.7681,.0367,100,.0996,97.6809,3862.9056,98.1728,9,1.8679,7.2594,61.5995,1.5655,117,1.5302,16.008,9.3857,.2385,45,.3341,16.25,.1822,.0046,2,.0166,27,.729,.0185,3,.0332,19.6818,0,3.99507308006,3.99507308006,1.01922102488,.814256057271,44019.1368436,7.93115841705486,0,39.3383522034,39.3383522034,5.99849899334,3.67936782481,259021.185031,4334.27295323,1.10172662104389,1811.3200828,.460418523703043,2522.95287043,.641308097340848,27168.163703,6.90586161034633,11606.5401868,2.95026050274105,15561.6235162,3.95560110760527,9870592.972,5289293.04552,0
SP,SP15Subwatershed21,21,SP1521,9981.6633,9995.3319,4299,43.0101,1392903.144,139.3554,36.0882,139.5076,282.1476,1.3218,4299,43.0101,31.0946,21.5159,21.9503,25.8383,.1903,94.7384,.986,100,1.3367,79.1806,3157.3366,31.5881,883,11.7112,16.9291,2548.5408,25.4973,820,19.5755,28.5315,3096.0105,30.9746,1575,21.8625,21.3088,1179.7754,11.8033,947,8.4022,20.7557,13.6685,.1367,74,.3144,24.5519,0,1.67909908295,1.67909908295,.102462807921,.247311603927,11239.3503265,7.5819240939791,0,28.7464408875,28.7464408875,2.54200046347,2.04403902913,278832.030838,9209.94523373,.922686425791381,5914.41402077,.592527902716374,3295.53121295,.330158523074005,51100.2992749,5.11941724931756,32352.0358919,3.24114678281124,18748.263383,1.87827046650632,32229959.8073,14743359.8383,0
SP,SP15Subwatershed22,22,SP1522,3837.2999,3842.3117,687,17.8799,193556.8766,50.3751,9.2883,3050.9229,109.6594,1.3512,687,17.8799,8.6585,14.4348,13.8417,76.245,.5775,99.4329,.206,100,.4013,92.3092,3437.5413,89.4654,63,7.4497,13.4578,318.6587,8.2934,378,6.6271,17.2784,75.7236,1.9708,199,2.6277,19.2445,5.3763,.1399,32,.3138,22.6932,5.0118,.1304,15,.1792,19.6638,0,6.08836603165,6.08836603165,.691846832798,.610650285654,29182.0994074,8.01607808832459,0,31.1532096863,31.1532096863,5.41637049676,3.34314758538,228386.678366,5700.23362139,1.48548035596332,2379.30337008,.620046238783682,3320.93025131,.865434117179635,30698.1633008,7.99993852469024,13144.1553531,3.42536567264393,17554.0079478,4.57457285207237,12965756.4922,5990009.80305,0
SP,SP15Subwatershed23,23,SP1523,12067.206,12087.6176,1122,9.2822,319616.3771,26.4416,9.6447,10104.3033,60.9796,1.3245,1122,9.2822,4.7542,13.5382,12.1147,82.7224,.3761,99.6554,.1641,100,.3239,95.7346,11115.877,91.9609,153,3.6396,11.7952,794.6877,6.5744,610,3.8918,18.0119,154.8188,1.2808,299,1.6487,22.5632,1.8225,.0151,14,.0399,23.4706,20.4117,.1689,46,.1864,17.9471,0,6.08836603165,6.08836603165,1.29847262521,.999866619851,165869.49009,7.91189656391276,0,42.5419235229,42.5419235229,5.70547183496,3.73992148196,756905.010041,13396.812872,1.11018349003075,5453.55008935,.451931465274563,7943.26278269,.658252024759501,82333.3624475,6.82290187533883,34765.3067746,2.88097400297965,47568.0556729,3.94192787235919,29718531.6364,15843127.4427,0
SP,SP15Subwatershed24,24,SP1524,7994.1697,8046.2923,818,10.1662,215683.6999,26.8054,7.5563,6923.846,60.2886,1.3219,818,10.1662,5.0068,14.8417,12.7469,82.8403,.599,99.5692,.1395,100,.3177,95.8686,7482.0559,92.9876,56,3.4908,12.3342,365.5873,4.5435,389,3.3307,18.5033,138.052,1.7157,280,2.3108,21.7496,8.4745,.1053,44,.2463,25.2462,52.1226,.6478,49,.5885,24.6651,0,16.678609848,16.678609848,.858402213944,1.03903027754,75798.6322957,7.88115833883931,0,76.662147522,76.662147522,5.81343152737,3.93923439736,513331.817298,9733.55366065,1.21758156580664,4101.51244004,.513062968883435,5632.04122061,.704518596923205,57089.3801009,7.14137705894585,24492.4519693,3.06378934754162,32596.9281316,4.07758771140422,22350748.6333,11161616.9663,0
SP,SP15Subwatershed25,25,SP1525,11122.8936,11153.7844,2993,26.8339,1042617.1183,93.4765,26.065,2196.5093,191.0939,1.3241,2993,26.8339,18.3236,18.5538,17.3588,49.6281,.2114,98.448,.8031,100,.9102,85.9848,7129.6815,63.9216,522,11.2553,15.3189,2863.099,25.6693,987,13.8363,20.7082,1046.3706,9.3813,1207,10.0507,22.5893,83.7425,.7508,198,.956,21.2783,30.8909,.277,79,.3416,18.7813,0,4.30427074432,4.30427074432,.408044106155,.709708926984,49950.3112109,7.75055470597546,0,43.0771141052,43.0771141052,4.43961332647,3.09901600839,543421.989999,8721.32587324,.784087863003562,4352.55202395,.391314722632068,4368.77384929,.392773140371495,58057.832719,5.21966988149558,29698.1128556,2.66999882616876,28359.7198634,2.54967105532683,23718761.7063,13533923.0524,0
SP,SP15Subwatershed26,26,SP1526,9364.393,9381.6154,2241,23.8871,646688.8597,68.9315,18.3435,6377.8165,143.9186,1.3336,2241,23.8871,12.7035,16.7626,15.3405,67.1653,.1924,99.4848,.3202,100,.5616,89.5263,7848.6455,83.6599,154,9.2418,14.5636,1054.4806,11.2399,1036,9.1479,19.1323,446.4138,4.7584,896,6.2521,21.1387,14.8531,.1583,77,.3229,22.0088,17.2223,.1836,78,.2963,18.49,0,2.93791103363,2.93791103363,.658721239862,.598227865779,67800.2010552,7.79232861612399,0,99.7435531616,99.7435531616,5.07188365641,3.53990705897,522175.781845,10872.9076229,1.16109048636682,4540.0946483,.484825300294424,6332.81297457,.676265186069188,63391.2799973,6.76939551739232,27253.1338651,2.91029369069624,36138.1461322,3.85910182669608,24740754.9627,12419705.5368,0
SP,SP15Subwatershed27,27,SP1527,4703.8839,4727.8494,1476,31.2193,445192.8909,94.1639,17.9715,1104.561,196.8325,1.3322,1476,31.2193,18.3998,17.5826,16.5709,50.5653,.4436,98.1628,.7664,100,.8798,85.765,3323.3636,70.2933,210,11.5457,14.7472,700.5571,14.8177,402,10.8132,21.3511,618.9105,13.0907,632,11.7383,20.6522,61.0527,1.2913,144,1.525,20.9151,23.9655,.5069,88,.7954,21.1136,0,3.08941674232,3.08941674232,.453967998566,.623994082586,23551.4057976,7.98080202655209,0,49.5275611877,49.5275611877,5.04396062093,3.45807731384,261700.852856,5311.7807798,1.12923296848377,2565.66496631,.545435436089313,2746.11581348,.583797532392328,30150.9938836,6.40980826155169,14823.1524969,3.15125815433072,15327.8413867,3.25855010722097,13981313.8635,6755156.67484,0
SP,SP15Subwatershed28,28,SP1528,12486.1004,12515.5333,4442,35.4919,1465320.9461,117.0802,34.1408,929.9558,237.6191,1.3335,4442,35.4919,23.4879,19.2208,18.3164,42.0705,.1559,97.3894,.9257,100,1.02,82.4522,7284.9558,58.2073,814,13.6655,15.6677,3116.1488,24.8983,1349,16.2749,22.0829,1920.1535,15.3422,1835,14.9563,22.0345,164.8423,1.3171,330,1.4245,20.4924,29.4329,.2352,114,.3587,19.1624,0,3.36851286888,3.36851286888,.362656281945,.607078257165,49797.7846989,7.72151171202009,0,36.2964019775,36.2964019775,4.10373493368,2.93350528258,563635.681937,12806.9542458,1.02569688177423,6763.34099851,.541669599141618,6043.61324727,.484027282631013,72888.2394996,5.83755032913238,39237.8908537,3.14252565626495,33650.348646,2.69502467287545,36856095.5962,17881358.2578,0
SP,SP15Subwatershed29,29,SP1529,13856.0504,13897.8762,5930,42.6684,1784544.8965,128.4041,39.1292,264.5458,260.0403,1.3287,5930,42.6684,28.5277,21.4616,21.1473,31.1374,.1353,96.3228,.981,100,1.243,80.7715,5362.7065,38.5865,1191,12.7158,16.3867,5042.2253,36.2805,1460,20.7916,24.5585,2526.0333,18.1757,2433,17.7211,23.5191,925.0853,6.6563,654,4.8734,24.6182,41.8257,.301,192,.6797,25.7784,0,11.5631694794,11.5631694794,.38281445934,.90225992887,58386.8613386,7.77672454940196,0,46.3210678101,46.3210678101,2.9305397425,2.3809240225,446957.129906,10713.9273057,.773230971049297,6172.3277768,.445460834697888,4541.59952889,.327770136350688,64562.1287621,4.65949003491644,37890.3857776,2.73457332239496,26671.7429845,1.92491671252148,33635432.9381,17267277.8244,0
SP,SP15Subwatershed3,3,SP153,8953.4263,9150.7997,4501,49.187,1272096.1227,139.0147,34.4188,386.4031,281.7176,1.3191,4501,49.187,32.6987,22.7122,22.3721,21.9938,.1718,95.201,.9578,100,1.4207,79.2635,3321.9967,36.3028,826,12.4021,17.7372,2116.6156,23.1304,1074,20.6291,28.4096,1948.584,21.2941,1723,18.2005,21.6637,1566.23,17.1158,723,12.4512,25.6,197.3734,2.1569,155,1.4368,21.998,0,1.74208319187,1.74208319187,.193688767182,.324323842682,19445.57747,7.77247774937705,0,28.2864246368,28.2864246368,2.67800180566,2.23264124022,268930.297328,9769.34686382,1.09112942202026,5291.55575783,.591009026100991,4477.791106,.500120395920386,52165.0212215,5.82626354131044,28171.7490959,3.14647690749406,23993.2721256,2.67978663381637,28835761.0397,12838333.7476,0
SP,SP15Subwatershed30,30,SP1530,5763.9231,5836.184,2875,49.2616,801425.689,137.3202,27.5128,179.7131,279.3575,1.3372,2875,49.2616,29.2268,20.2545,19.7729,33.3286,.2967,95.2429,.9692,100,1.1663,79.5043,2296.4933,39.3492,738,13.533,15.5203,2391.7174,40.9808,689,22.575,22.8011,946.6816,16.2209,1057,18.1295,24.0999,129.0308,2.2109,268,2.5946,22.5355,72.2609,1.2382,123,1.1642,18.1524,0,3.99801683426,3.99801683426,.426573720029,.815152199863,27317.3544569,7.65458820298856,0,26.5199680328,26.5199680328,2.96425137745,2.35884986037,189851.407972,4311.46178448,.748008207201793,2468.45216745,.428259038960808,1843.00961702,.31974916823925,26679.3942639,4.6286867123366,15844.561622,2.74891967625314,10834.8326419,1.87976703608346,13451563.2257,7220629.76976,0
SP,SP15Subwatershed31,31,SP1531,4861.4364,4876.2895,759,15.5651,230233.671,47.2149,9.9762,3857.4962,103.9261,1.3354,759,15.5651,8.178,14.3002,13.5443,76.4117,.4509,99.4884,.2089,100,.4077,92.6873,4356.0657,89.3316,52,6.7998,13.1171,403.3124,8.2709,454,6.592,17.4339,99.7802,2.0462,215,2.5085,20.6319,2.2781,.0467,15,.0908,18.8077,14.8531,.3046,23,.2819,17.25,0,3.40985655785,3.40985655785,.915416324731,.646208863744,49016.882524,7.82451402236106,0,36.2104606628,36.2104606628,5.47831723157,3.46062945473,293161.190013,5197.33902045,1.06909534401191,2072.9507993,.426407059300416,3124.38822115,.64268828471149,32231.6501814,6.63006723309185,13154.1103252,2.70580734640486,19077.5398562,3.92425988668699,11296321.277,5994546.44912,0
SP,SP15Subwatershed32,32,SP1532,13204.7912,13207.8894,479,3.6266,139462.3784,10.559,5.0669,12601.5636,28.1254,1.3222,479,3.6266,1.797,10.1823,9.488,93.31,.7808,99.8079,.0459,100,.119,98.1671,12912.0115,97.7598,40,1.62,9.5604,246.2156,1.8642,247,1.3577,16.7147,43.8304,.3319,145,.4836,18.9258,2.7337,.0207,26,.0702,27.4286,3.0982,.0235,21,.0476,19.2963,0,8.27042865753,8.27042865753,1.24202155866,1.05872957915,179462.179054,7.95806212203905,0,88.0827560425,88.0827560425,6.56539461472,4.60967233323,951621.12243,13689.4720722,1.03670492511839,5824.24062564,.441070255290368,7865.23144659,.595634669830296,87769.0533423,6.64675813596356,37534.4738569,2.84248900936048,50234.5794854,3.80426912660308,31738569.6391,17105082.8536,0
SP,SP15Subwatershed33,33,SP1533,4005.3315,4008.4297,985,24.5732,298304.5937,74.4193,13.5012,2069.2648,158.3124,1.3253,985,24.5732,14.2519,16.6871,15.3996,59.8271,.5374,98.9055,.4838,100,.7221,88.701,3098.562,77.3011,123,9.4366,13.9447,499.2654,12.4554,337,8.8184,20.9628,379.0736,9.4569,454,9.0544,20.5455,28.4305,.7093,51,.7324,19.7683,3.0982,.0773,20,.1847,23.1321,0,4.98705005646,4.98705005646,.850968815904,.970460801588,37428.1614299,7.90000879051019,0,28.622833252,28.622833252,5.1902854688,3.35394647822,228315.467487,4453.61555337,1.11192183552597,2113.83773764,.527756001629328,2339.77781573,.584165833896645,26049.4669564,6.50369812246502,12501.4071914,3.12119163954344,13548.059765,3.38250648292158,11519130.2273,5697098.79538,0
SP,SP15Subwatershed34,34,SP1534,10744.7311,10761.7713,1982,18.417,611974.1984,56.8656,16.2166,7404.4131,118.8587,1.3261,1982,18.417,10.4793,16.7426,15.3662,69.3082,.2174,99.481,.312,100,.5465,91.4077,9104.6912,84.6022,167,7.5906,14.6165,1117.2647,10.3818,864,7.5894,19.1647,484.23,4.4995,800,5.0404,20.9141,38.5452,.3582,93,.4439,21.2728,17.0401,.1583,58,.186,16.33,0,14.7199392319,14.7199392319,1.13524005289,1.28543845109,134091.149327,7.91085157168226,0,52.230255127,52.230255127,5.50374763069,3.59112054912,649998.098932,12537.1675279,1.16682003590578,5551.30166854,.516653382655616,6985.86585932,.650166653246446,73594.8394453,6.84938866876808,33198.2580338,3.08972441700286,40396.5814115,3.75966425176522,30251218.2994,15128997.3167,0
SP,SP15Subwatershed35,35,SP1535,7271.834,7289.2386,2081,28.5489,651790.4056,89.4182,20.2473,1549.4325,183.0439,1.3294,2081,28.5489,17.649,18.594,17.6839,50.6726,.2986,98.4942,.7874,100,.8942,86.6899,4940.1671,67.7734,268,10.6951,15.4128,1450.6854,19.9017,709,11.9479,21.4856,792.2273,10.8685,830,10.5466,21.5167,88.7542,1.2176,199,1.4636,20.79,17.4046,.2388,75,.4107,20.6625,0,3.36851286888,3.36851286888,.560328251256,.902174136878,44840.828635,7.78018211366749,0,48.1257743835,48.1257743835,4.59675061243,3.30504780657,367707.87174,6902.56085304,.949218705080452,3469.13915907,.477065229908989,3433.42169397,.472153475171463,42098.6171952,5.78927093154217,21154.1477222,2.90905261619008,20944.469473,2.88021831535208,18904698.8036,9640296.30108,0
SP,SP15Subwatershed36,36,SP1536,7511.1241,7544.4754,1953,25.8865,575206.8441,76.2421,18.033,4130.9246,158.1739,1.3317,1953,25.8865,14.5667,17.5249,16.2669,58.9999,.279,99.1846,.4525,100,.732,88.5451,5889.9468,78.0697,176,9.7981,15.2101,857.9273,11.3716,732,8.9344,20.4296,676.865,8.9717,809,8.4876,20.2684,86.385,1.145,186,1.3393,21.2933,33.3512,.4421,50,.3472,18.7004,0,5.69141054153,5.69141054153,.874199942254,.851834883263,72379.384219,7.76198011305511,0,43.2927284241,43.2927284241,4.81358738691,3.35525956443,398536.154112,8621.90121666,1.14788427163119,3942.52632371,.524891650200534,4679.37489296,.62299262143199,49541.6205674,6.59576648019968,23208.8875763,3.08993531025536,26332.7329911,3.50583116994432,21484370.9801,10576675.3637,0
SP,SP15Subwatershed37,37,SP1537,11881.3141,12336.1113,5293,42.9066,1738419.677,140.9212,40.3105,72.5914,284.4999,1.3283,5293,42.9066,30.2734,20.8497,20.8535,25.0401,.1629,93.5668,.9941,100,1.3593,78.9752,4150.9468,33.6487,1357,13.0643,16.3278,3730.3209,30.239,1151,20.3188,25.2586,3347.4202,27.1351,1915,21.6311,22.3069,652.6262,5.2904,737,4.347,20.3862,454.7972,3.6867,133,.8938,15.5426,0,1.91920363903,1.91920363903,.0996745984446,.191847632849,13494.7445342,7.58035466959918,0,29.0872135162,29.0872135162,2.84255917815,2.2668004607,384819.976419,10021.1792924,.843440313761253,6267.49621718,.527508671551744,3753.6830752,.315931642207826,58049.7758724,4.88580432970794,35845.2752483,3.01694534347005,22204.5006241,1.86885898623789,34154043.0655,16335287.005,0
SP,SP15Subwatershed4,4,SP154,10085.3618,10119.4421,4888,48.3031,1468007.559,145.068,37.8201,79.84,293.7754,1.3158,4888,48.3031,36.0337,23.9427,24.9616,22.1397,.1522,93.5072,.9921,100,1.3961,78.3059,2569.1347,25.3881,1090,12.6544,18.7505,2936.7267,29.0206,967,23.6697,30.3666,2041.8944,20.1779,1909,17.4001,21.3585,2537.606,25.0765,810,17.2915,26.8784,34.0802,.3368,112,.6571,25.8545,0,.891163825989,.891163825989,.0950152379259,.214614532106,10552.4873393,7.79315281801876,0,27,27,2.12201687059,1.73016953113,235654.217513,10689.3676915,1.05988936276932,6325.1560077,.627162032769117,4364.21168378,.432727329998216,55624.6981668,5.51538945948374,32617.4482067,3.23413763963331,23007.2499602,2.28125181986034,34468253.8604,14864312.6363,0
SP,SP15Subwatershed5,5,SP155,10923.6066,10948.0276,4206,38.4179,1303460.0645,119.0589,32.3076,748.4114,241.3493,1.3177,4206,38.4179,26.3972,21.3494,20.7485,32.3677,.165,97.2166,.9316,100,1.2386,82.2378,5016.893,45.8246,711,12.0052,16.9418,3279.1687,29.9521,1052,18.4312,24.948,1504.995,13.7467,1737,13.7819,21.8499,1122.5499,10.2534,625,7.9322,24.8473,24.4211,.2231,81,.3634,22.5651,0,5.99375867844,5.99375867844,.208364431196,.49196764703,25032.6943994,7.86297654574361,0,33.0213470459,33.0213470459,3.29435895799,2.64636548623,395800.757008,9703.65286129,.888319509903442,5534.34064854,.506640421171887,4169.31221274,.38167908873064,56601.1153012,5.18154098493441,32542.0593396,2.97905815645173,24059.0559616,2.20248282848267,30158791.0546,14829956.678,0
SP,SP15Subwatershed6,6,SP156,10340.6897,10410.5815,4995,47.98,1501212.8872,144.2007,38.373,81.5754,293.0407,1.329,4995,47.98,34.7806,23.0862,24.421,23.7491,.1655,93.5782,.9922,100,1.3642,78.3535,2069.9604,19.8832,1178,10.1163,17.2851,3789.7334,36.4027,962,24.9207,29.1517,2912.2145,27.9736,1820,21.8665,22.5838,1568.7814,15.0691,888,11.5882,24.3182,69.8917,.6714,147,.6895,15.1452,0,1.17540562153,1.17540562153,.049222428839,.16831651332,5622.33348927,7.84240282036623,0,27.8147754669,27.8147754669,1.59539161292,1.4041226762,182268.705602,8052.44712187,.778714704288052,4954.8085554,.479156487540672,3097.63856647,.29955821674738,45179.1464095,4.36906509335639,28026.2678014,2.71028999172077,17152.878608,1.65877510162596,27000693.5654,12772035.5066,0
SP,SP15Subwatershed7,7,SP157,5676.1713,5684.3723,2688,47.2875,820473.4727,144.3384,28.368,111.9753,292.904,1.331,2688,47.2875,36.022,23.9115,25.4229,29.0194,.3123,94.7878,.9803,100,1.2527,78.5043,875.3319,15.3989,756,9.1263,16.5309,2410.7622,42.4103,526,27.9082,29.3135,1838.598,32.3448,1029,27.1673,24.4541,551.4792,9.7017,343,7.122,23.5532,8.2011,.1443,34,.2799,24.1789,0,.903205931187,.903205931187,.052285234378,.183284857537,3261.5529205,7.79084657103631,0,12.9432344437,12.9432344437,1.23329138761,1.17302462533,76933.9500504,3626.49416061,.638897941753449,2514.96870635,.443074842781788,1111.52545426,.195823098971661,20955.9250437,3.69191201888146,14366.321031,2.53098792684428,6589.60401274,1.16092409204423,13705050.0756,6546970.99187,0
SP,SP15Subwatershed8,8,SP158,13567.3714,13607.1923,5630,41.3752,1752456.4749,128.789,38.8577,249.6311,260.6882,1.313,5630,41.3752,28.0067,21.0149,20.9166,31.2262,.1356,95.778,.9817,100,1.2394,80.7254,5214.1753,38.3193,1256,12.7024,16.6575,5062.0902,37.2016,1075,19.8304,24.3527,2366.9318,17.3947,2319,17.4043,22.7163,924.1741,6.7918,844,5.3289,21.953,39.821,.2926,136,.4715,22.3235,0,1.41483294964,1.41483294964,.0654440768333,.152296351359,9772.5022172,7.75776269576713,0,90.9751052856,90.9751052856,2.87329203679,2.39351821432,429060.079978,10071.7665008,.742352088983132,5780.57426273,.426064422672914,4291.19223804,.316287666308007,61007.8041112,4.49665615486873,35429.7678148,2.61139514576862,25578.0362963,1.88526100909274,31500614.5151,16145933.3696,0
SP,SP15Subwatershed9,9,SP159,5156.4941,5166.0621,2048,39.6433,645964.3798,125.04,24.1447,102.8706,256.6011,1.3136,2048,39.6433,25.237,18.7505,18.5659,39.4884,.3845,94.9501,.9801,100,1.0622,81.2265,2328.1132,45.0655,501,13.9295,15.4535,2094.017,40.5341,441,19.4156,21.0167,656.7267,12.7123,778,13.911,22.8079,77.6372,1.5028,285,2.2798,19.8454,9.568,.1852,43,.3262,20.3759,0,2.66637921333,2.66637921333,.0906653898945,.287290748108,5140.45561085,7.58539308527333,0,33.408996582,33.408996582,3.36915861608,2.59009799061,191007.709422,3072.86503243,.595921370768174,1712.53189769,.332111675971858,1360.33313475,.263809694798255,21481.418333,4.16589603641746,12355.6579045,2.39613537122054,9125.76042853,1.76976066520274,9332257.43706,5630678.42571,0
SP,SP16Subwatershed1,1,SP161,12935.6124,13007.7822,5902,45.3728,1665488.7017,128.0379,38.1362,1261.4117,260.1694,1.3165,5902,45.3728,29.7656,22.244,21.5426,29.2232,.1225,97.1674,.903,100,1.2826,80.7804,6105.1804,46.9348,946,12.556,17.3893,3066.851,23.577,1464,19.2388,27.0569,2059.3901,15.832,2322,15.703,21.7255,1704.1909,13.1013,958,10.6631,26.1189,72.1698,.5548,212,1.0087,26.864,0,4.6123585701,4.6123585701,.341903982787,.658431952186,48813.2897186,7.92967306296662,0,32.1151657104,32.1151657104,3.31512371376,2.69107837064,473230.595015,13726.134827,1.06111209910711,7561.86127877,.584576983674155,6164.27354821,.476535115431412,75380.0887901,5.82733050892125,41911.4809673,3.24000748254485,33468.6078227,2.58732302636866,41207545.5366,19099757.6574,0
SP,SP16Subwatershed10,10,SP1610,10454.8675,10464.5266,5367,51.2876,1583501.7277,151.3209,40.0479,110.7192,305.8784,1.3361,5367,51.2876,36.5238,23.3153,24.6999,25.7072,.1559,94.2082,.9894,100,1.309,77.3646,1470.1858,14.0492,1414,9.4456,17.5083,3893.7053,37.2086,867,26.4061,29.911,3412.0267,32.6056,2123,26.4025,22.9265,1678.9497,16.0442,906,10.1365,21.2914,9.6591,.0923,57,.2143,24.4408,0,.932714521885,.932714521885,.0547322183698,.184354946241,6285.77635089,7.71854656857678,0,33.7649345398,33.7649345398,1.39446209436,1.52730789862,160138.632455,8646.86303026,.827065769151068,5885.21426981,.562916198585013,2761.64876046,.264149570567011,44089.3625099,4.21711346508217,29688.7935081,2.83971016448559,14400.5690018,1.37740330059659,32070838.9212,13529676.071,0
SP,SP16Subwatershed11,11,SP1611,9595.3,9641.9551,4121,42.7403,1292411.7462,134.0404,34.255,190.7558,272.0694,1.3193,4121,42.7403,28.244,20.2275,19.6758,31.91,.1952,94.8061,.9802,100,1.2071,79.9344,4454.1145,46.1951,910,14.225,16.2877,2600.7546,26.9733,1059,18.608,23.6703,2111.2394,21.8964,1541,18.7997,22.0313,429.1915,4.4513,510,3.9027,21.8545,46.6552,.4839,101,.6216,21.2105,0,.560138761997,.560138761997,.070688743803,.12083548748,7481.13113415,7.75831019766177,0,31.4145011902,31.4145011902,3.37553395022,2.43009919866,357171.99834,8393.00484037,.874699575872563,4810.51465126,.501340724235824,3582.49018912,.373358851637781,49421.4716841,5.15059161090325,28628.5923461,2.98360575970527,20792.879338,2.16698585119798,26214379.5341,13046524.8009,0
SP,SP16Subwatershed12,12,SP1612,8127.3011,8158.1008,2837,34.7753,875503.7575,107.3171,25.9549,2229.5449,220.932,1.3297,2837,34.7753,21.4552,18.6479,17.6078,45.2603,.2383,98.6707,.7267,100,.9684,83.8047,5224.0166,64.0347,448,12.9476,15.2868,1508.3666,18.4892,862,13.5176,22.2783,1282.7449,15.7236,1213,14.0456,21.33,112.173,1.375,203,1.5806,22.9656,30.7997,.3775,111,.5447,19.267,0,2.49795341492,2.49795341492,.37117712897,.518029505485,33232.6018881,7.86228443190459,0,39.7838401794,39.7838401794,4.5118216861,3.08551887253,403934.371913,7925.55940742,.975177283319797,4182.2112563,.514587955440706,3743.34815112,.460589327879091,46929.9436219,5.77435769198953,25109.3046531,3.08950097260455,21820.6389688,2.68485671938499,22790508.1083,11442726.9748,0
SP,SP16Subwatershed13,13,SP1613,3548.2561,3568.0301,1513,42.4044,473296.6733,132.6493,21.1604,87.3922,270.8316,1.312,1513,42.4044,27.1527,19.1504,18.9103,35.8594,.499,94.2256,.9755,100,1.1253,80.303,1605.7775,45.0046,387,14.0645,15.3586,1324.1149,37.1105,315,20.3066,22.1137,540.5443,15.1497,624,16.3184,22.5329,77.8194,2.181,154,2.4809,20.3922,19.7738,.5542,33,.4661,16.3958,0,.576155424118,.576155424118,.0785354540668,.133649363502,3074.97716853,7.51126823067629,0,28.1508674622,28.1508674622,2.96304192604,2.16564133173,116020.869656,2398.670861,.676014017421121,1387.79484599,.391120259326828,1010.87601502,.284893758097111,15610.8169128,4.39957445935202,9198.36890421,2.59236330326044,6412.44800858,1.80721115608876,7562637.98069,4191849.41354,0
SP,SP16Subwatershed14,14,SP1614,14407.3474,14422.0183,6392,44.3211,2002281.2894,138.835,42.9246,106.32,280.6381,1.3245,6392,44.3211,32.2295,22.5328,23.5616,26.2995,.1329,94.1242,.9926,100,1.3251,79.2138,2965.4306,20.5618,1682,10.3184,17.2429,5267.0269,36.5207,1130,22.4715,28.4352,4318.2495,29.9421,2326,22.2564,22.3631,1856.6404,12.8737,1183,8.9098,21.5576,14.6709,.1017,71,.2348,25.6119,0,.645481705666,.645481705666,.0404207216497,.12200643824,6397.34719477,7.81701997120447,0,45.2397727966,45.2397727966,1.83548861341,1.90341589579,290500.947356,11412.8810786,.792156998907377,6799.45938583,.471943876763185,4613.42169281,.320213122146968,63395.0562255,4.40018932461502,38116.4692736,2.64562713838635,25278.5869519,1.75456218622867,37052918.8432,17370307.8268,0
